slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
jump-up-and-kiss-me-hedonistic,Jump Up And Kiss Me Hedonistic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Jump-Up-And-Kiss-Me-Hedonistic.jpg,,Unisex,,,,Clive Christian,"berqamot, bənövşə-yarpağı, limon, müşk-sürvəsi-adaçayı, naringi-mandarin, neroli, qreyfrut, mate, qara-albalı","jasmin, papirus, süsən-kökü, tütün","dəri, labdanum, müşk, paçuli, səndəl, tonka-lobyası, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/2124,Stokda Yoxdur
almaz,Almaz,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Almaz-Kajal.jpg,,Unisex,20.00,34.00,52.00,Kajal,"limon, naringi-mandarin, calabrian-berqamotu, qara-qarağat","moruq, süsən-kökü, türk-qızılgülü, geliotrop","müşk, səndəl, tonka-lobyası, ənbər, şəkər-qamışı, madaqaskar-vanili",https://www.etirsah.com/az/product/2125,Stokda Var
bombshell-magic,Bombshell Magic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bombshell-Magic.jpg,,Qadın,20.00,34.00,52.00,Victoria's Secret,böyürtkən,pion,"paçuli, vanil",https://www.etirsah.com/az/product/2126,Stokda Var
tughra,Tughra,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Tughra-Tiziana-Terenzi.jpg,,Unisex,26.00,46.00,72.00,Tiziana Terenzi,"hind-qozu, mirra, gülümbahar, olibanum","lavanda, zəfəran, aqar-ağacı-ud, hind-udu, kamboca-aqar-ağacı-ud","müşk, paçuli, vetivera, boz-ənbər, qvayak-ağacı",https://www.etirsah.com/az/product/2127,Stokda Var
myrrh-tonka,Myrrh & Tonka,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Myrrh-%26-Tonka-Jo-Malone-London.jpg,,Unisex,,,,Jo Malone,lavanda,mirra,"badam, tonka-lobyası, vanil",https://www.etirsah.com/az/product/2128,Stokda Yoxdur
vanilla-sex,Vanilla Sex,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Vanilla-Sex-Tom-Ford.jpg,,Unisex,32.00,58.00,92.00,Tom Ford,acı-badam,"vanil, çiçək-notları","səndəl, tonka-lobyası, vanilla-absolute, ultravanil",https://www.etirsah.com/az/product/2173,Stokda Var
parfum-suyu,PARFUM SUYU,https://www.etirsah.com/storage/photos/shares/Qablasdirma/PARFUM-SUYU.jpg,,,,,,,,,,https://www.etirsah.com/az/product/2339,Stokda Var
parfum-suyu-95,PARFUM SUYU 95%,https://www.etirsah.com/storage/photos/shares/Qablasdirma/PARFUM-SUYU-9.jpg,,,,,,,,,,https://www.etirsah.com/az/product/2340,Stokda Var
parfum-suyu-fr,PARFUM SUYU FR,https://www.etirsah.com/storage/photos/shares/Qablasdirma/PARFUM-SUYU-FR.jpg,,,,,,,,,,https://www.etirsah.com/az/product/2341,Stokda Var
escentric-02-for-rd,Escentric 02 for R/D,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Yeni%20etirler/Escentric-02.jpg,,,,,,Escentric Molecules,,,,https://www.etirsah.com/az/product/2422,Stokda Yoxdur
escentric-02-for-rd,Escentric 02 for R/D,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Yeni%20etirler/Escentric-02.jpg,,,,,,Escentric Molecules,,,,https://www.etirsah.com/az/product/2423,Stokda Yoxdur
dahlia-divin,Dahlia Divin,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GIVENCHY---DAHLIA-DIVIN-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Givenchy,"çəhrayı-istiot, sitrus, mirabelle-gavalı","alma, portağal-çiçəyi, qızılgül, şaftalı, ərəb-jasmini, inciçiçəyi, qara-qarağat","ağ-müşk, paçuli, sidr, səndəl, vanil, vetivera",https://www.etirsah.com/az/product/2457,Stokda Var
ignite,Ignite,https://www.etirsah.com/storage/photos/shares/etirler_en_son/BOADICEA-THE-VICTORIOUS---IGNITE-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Boadicea the Victorious,"albalı, çəhrayı-istiot, laym, şaftalı","bənövşə, qızılgül, ərəb-jasmini, geliotrop","müşk, paçuli, sidr, səndəl, tonka-lobyası, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/2458,Stokda Var
clat-darpge-mon-clat,Éclat d'Arpège Mon Éclat,https://www.etirsah.com/storage/photos/shares/etirler_en_son/LANVIN---ECLAT-D%27ARPEGE-MON-ECLAT.jpg,,Qadın,20.00,34.00,52.00,Lanvin,"aloe-vera, berqamot","jasmin, qızılgül, ərik","ağ-müşk, səndəl",https://www.etirsah.com/az/product/2459,Stokda Var
matsukita,Matsukita,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CLIVE-CHRISTIAN---MATSUKITA-FOR-UNISEX.jpg,,Unisex,44.00,82.00,132.00,Clive Christian,"berqamot, çəhrayı-istiot, hind-qozu","jasmin, ərəb-jasmini, qvayak-ağacı, mate","ağac-notları, müşk, ənbər",https://www.etirsah.com/az/product/2460,Stokda Var
nostalgia,Nostalgia,https://www.etirsah.com/storage/photos/shares/Kolonya/kolonya-perakende/nostalgy-sefaf-kolonya.jpg,,,,,,Etirshah Parfum,"sitrus, çiçək-notları, kolonya",,,https://www.etirsah.com/az/product/2464,Stokda Var
fiona,Fiona,https://www.etirsah.com/storage/photos/shares/Kolonya/kolonya-perakende/pion_buz-kolonya.jpg,,,,,,Etirshah Parfum,"berqamot, naringi-mandarin, petitgreyn-sitrus-yarpağı","jasmin, neroli, portağal-çiçəyi","müşk, sidr, ənbər",https://www.etirsah.com/az/product/2465,Stokda Var
lavender,Lavender,https://www.etirsah.com/storage/photos/shares/Kolonya/kolonya-perakende/kolonya-fon.jpg,,,,,,Etirshah Parfum,"nanə, küknar","lavanda, qızılgül, yasəmən, inciçiçəyi, evkalipt","müşk, paçuli, səndəl, vanil, ənbər",https://www.etirsah.com/az/product/2466,Stokda Var
vanilla-candy-rock-sugar-42,Vanilla Candy Rock Sugar | 42,https://www.etirsah.com/storage/photos/shares/etirler_yeni/KAYALI---CANDY-ROCK-SUGAR-42-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Kayali,"armud, bənövşə-yarpağı, ilanq-ilanq, rom, vanil, zefir","jasmin, karamel, labdanum, saqqız, jellybean","paçuli, şəkər, səndəl, tonka-lobyası, vetivera, kaşmir-ağacı",https://www.etirsah.com/az/product/2467,Stokda Var
comte,Comète,https://www.etirsah.com/storage/photos/shares/etirler_yeni/Com%C3%A8te-Chanel.jpg,,Unisex,38.00,70.00,112.00,Chanel,"albalı-çiçəyi, aldehidlər","süsən, geliotrop",müşk,https://www.etirsah.com/az/product/2468,Stokda Var
lavant-fresh,Lavant Fresh,https://www.etirsah.com/storage/photos/shares/hava-spreyleri/58.jpg,,,,,,Etirshah Parfum,lavanda,lavanda,lavanda,https://www.etirsah.com/az/product/2474,Stokda Var
mountain-thyme,Mountain Thyme,https://www.etirsah.com/storage/photos/shares/hava-spreyleri/57.jpg,,,,,,Etirshah Parfum,kəklikotu,"bənövşə, lavanda, yaşıl-notlar",ağ-müşk,https://www.etirsah.com/az/product/2476,Stokda Var
red-roses-cologne,Red Roses Cologne,https://www.etirsah.com/storage/photos/shares/hava-spreyleri/56.jpg,,,,,,Etirshah Parfum,limon,qırmızı-qızılgül,arı-mumu,https://www.etirsah.com/az/product/2478,Stokda Var
amber,Amber,https://www.etirsah.com/storage/photos/shares/hava-spreyleri/55.jpg,,,,,,Etirshah Parfum,ənbər,ənbər,ənbər,https://www.etirsah.com/az/product/2480,Stokda Var
yumopar-soft-new,Yumopar Soft New,https://www.etirsah.com/storage/photos/shares/hava-spreyleri/54.jpg,,,,,,Etirshah Parfum,"alma, portağal-çiçəyi, şaftalı","aloe-vera, bənövşə, jasmin, qızılgül","ağ-müşk, səndəl",https://www.etirsah.com/az/product/2481,Stokda Var
fancy-red,Fancy Red,https://www.etirsah.com/storage/photos/shares/etirler_en_son/ORLOV-PARIS---FANCY-RED-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Orlov Paris,"acı-portağal, berqamot, çəhrayı-istiot, naringi-mandarin","ilanq-ilanq, jasmin","sidr, akigalawood, ənbər-ağacı",https://www.etirsah.com/az/product/2483,Stokda Var
tilia,Tilia,https://www.etirsah.com/storage/photos/shares/etirler_en_son/MARC---ANTOINE-BARROIS---TILIA-FOR-UNISEX.jpg,,Unisex,,,,Marc - Antoıne Barroıs,"misir-jasmini, naz, linden-çiçəyi","portağal-çiçəyi, vetivera, geliotrop","ambrofix, georgywood",https://www.etirsah.com/az/product/2484,Stokda Yoxdur
h-aoud,H Aoud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/R%20brendleri/ROJA---HARROD-EXCLUSIVE-H-AOUD-FOR-UNISEX.jpg,,Unisex,,,,Roja,"berqamot, naqarmota-girdə-topalaq, gurjun-balzamı, pişikotu","hind-qozu, jasmin, oreqano-qaraqınıq, qızılgül, ətirşah","benzoin, labdanum, paçuli, vetivera, aqar-ağacı-ud, tozağacı",https://www.etirsah.com/az/product/2485,Stokda Yoxdur
zam-zam,Zam Zam,https://www.etirsah.com/storage/photos/shares/etirler_en_son/zam-zam.jpg,,Qadın,14.00,22.00,32.00,Etirshah Parfum,"albalı, moruq, gavalı","freziya, orxideya, süsən","müşk, vanil, ənbər",https://www.etirsah.com/az/product/2492,Stokda Var
vanille-charnelle,Vanille Charnelle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Vanille-Charnelle-Goutal.jpg,,Unisex,26.00,46.00,72.00,Annick Goutal,"ilanq-ilanq, istiot","ağ-müşk, tonka-lobyası, vanil","vetivera, vanilla-absolute",https://www.etirsah.com/az/product/2493,Stokda Var
le-beau-paradise-garden,Le Beau Paradise Garden,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Le-Beau-Paradise-Garden.jpg,,Kişi,26.00,46.00,72.00,Jean Paul Gaultier,"nanə, yaşıl-notlar, zəncəfil, su-notları","duz, kokos, əncir","səndəl, tonka-lobyası",https://www.etirsah.com/az/product/2494,Stokda Var
the-queens-throne,The Queen's Throne,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-The-Queen%27s-Throne.jpg,,Qadın,26.00,46.00,72.00,Attar,"sitrus, qara-qarağat","ilanq-ilanq, jasmin","müşk, sidr, vanil",https://www.etirsah.com/az/product/2495,Stokda Var
mind-energy,Mind Energy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Mind-Energy-The-Nue-Co..jpg,,Unisex,26.00,46.00,72.00,The Nue Co.,qərənfil-yarpağı,"istiot, ətirşah",sidr,https://www.etirsah.com/az/product/2496,Stokda Var
shahrizad,Shahrizad,https://www.etirsah.com/storage/photos/shares/etirler_en_son/zam-zam.jpg,,Qadın,14.00,22.00,32.00,Etirshah Parfum,"naringi-mandarin, sürvə, əspərək","bənövşə, itburnu, nektarin, şaftalı-çiçəyi, süsən, siklamen, sünbülçiçək","ağ-sidr, müşk, səndəl",https://www.etirsah.com/az/product/2497,Stokda Var
emporio-armani-stronger-with-you-tobacco,Emporio Armani Stronger With You Tobacco,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Emporio-Armani-Stronger-With-You-Tobacco.jpg,,Kişi,26.00,46.00,72.00,Giorgio Armani,"çəhrayı-istiot, hil, müşk-sürvəsi-adaçayı, qara-istiot, elemi","acı-bibər, şabalıd, tütün, darçın-yarpağı","benzoin, ənbər, qvayak-ağacı, burbon-vanili",https://www.etirsah.com/az/product/2504,Stokda Var
lv-lovers,LV Lovers,https://www.etirsah.com/storage/photos/shares/etirler_en_son/LV-Lovers-Louis-Vuitton.jpg,,Kişi,26.00,46.00,72.00,Louis Vuitton,"berqamot, qalbanum","zəncəfil, günəş-notları","sidr, səndəl",https://www.etirsah.com/az/product/2506,Stokda Var
lv-lovers,LV Lovers,https://www.etirsah.com/storage/photos/shares/etirler_en_son/LV-Lovers-Louis-Vuitton.jpg,,Kişi,56.00,106.00,172.00,Louis Vuitton,"berqamot, qalbanum","zəncəfil, günəş-notları","sidr, səndəl",https://www.etirsah.com/az/product/2507,Stokda Var
relaxing-lavender,Relaxing Lavender,https://www.etirsah.com/storage/photos/shares/hava-spreyleri/53.jpg,,,,,,,lavanda,lavanda,,https://www.etirsah.com/az/product/2508,Stokda Var
relaxing-lavender,Relaxing Lavender,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/RELAX-LAVANDER-FOR-PILLOW-MIST.jpg,,,,,,Etirshah Parfum,,,,https://www.etirsah.com/az/product/2509,Stokda Var
oud-maracuj,Oud Maracujá,https://www.etirsah.com/storage/photos/shares/etirler_en_son/MAISON-CRIVELLI---OUD-MARACUJA.jpg,,Unisex,,,,Maison Crivelli,"meyvə-notları, türk-qızılgülü, zəfəran, marakuyya","benzoin, aqar-ağacı-ud, indoneziyadan-paçuli","dəri, labdanum, vanil, ənbər, akigalawood",https://www.etirsah.com/az/product/2510,Stokda Yoxdur
madawi,Madawi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Madawi-Arabian-Oud.jpg,,Qadın,26.00,46.00,72.00,Arabian Oud,"şaftalı, alma-çiçəyi",ananas-çiçəyi,"müşk, paçuli, qızılgül",https://www.etirsah.com/az/product/2511,Stokda Var
amyris-homme,Amyris Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/MFK---AMYRIS-HOMME.jpg,,Kişi,26.00,46.00,72.00,MFK,"naringi-mandarin, rozmarin","kokos, qəhvə, süsən, amiris, şokolad","tonka-lobyası, aqar-ağacı-ud",https://www.etirsah.com/az/product/2512,Stokda Var
opus-1870,Opus 1870,https://www.etirsah.com/storage/photos/shares/etirler_en_son/PENHALIGON%27S---OPUS-1870-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Penhaligon's,"berqamot, çəhrayı-istiot, hil, qara-istiot, yuzu, ardıc, keşniş-toxumu","darçın, qızılgül, süsən-kökü, büxur-ladan","dəri, müşk, səndəl, vanil, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/2513,Stokda Var
her-golden-secret,Her Golden Secret,https://www.etirsah.com/storage/photos/shares/etirler_en_son/ANTONIO-BANDERAS---HER-GOLDEN-SECRET.jpg,,Qadın,20.00,34.00,52.00,Antonio Banderas,"alma, berqamot, naringi-mandarin, şaftalı","portağal-çiçəyi, qardeniya, qara-qarağat","müşk, paçuli, sidr, tonka-lobyası, vanil",https://www.etirsah.com/az/product/2514,Stokda Var
dodo-jackfruit-edition,Dodo Jackfruit Edition,https://www.etirsah.com/storage/photos/shares/etirler_en_son/ZOOLOGIST---DODO-JACKFRUIT-EDITION-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Zoologist,"berqamot, çəhrayı-istiot, sarıkök, cekfrut","lavanda, portağal-çiçəyi, sarıkök, süsən-kökü, ətirşah","labdanum, paçuli, səndəl, tonka-lobyası, vetivera",https://www.etirsah.com/az/product/2517,Stokda Var
habit-rouge,Habit Rouge,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GUERLAIN---HABIT-ROUGE-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Guerlain,berqamot,rom,"paçuli, vanil",https://www.etirsah.com/az/product/2518,Stokda Var
intense-pepper,Intense Pepper,https://www.etirsah.com/storage/photos/shares/etirler_en_son/MONTALE---INTENSE-PEPPER-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Montale,"çəhrayı-istiot, limon, qara-istiot",çiçək-notları,"ağ-müşk, palıd-mamırı, sidr, ənbər, aqar-ağacı-ud",https://www.etirsah.com/az/product/2519,Stokda Var
more-than-words,More Than Words,https://www.etirsah.com/storage/photos/shares/etirler_en_son/XERJOFF---MORE-THAN-WORDS-FOR-UNISEX.jpg,,Unisex,44.00,82.00,132.00,Xerjoff,"labdanum, çiçək-notları","meyvə-notları, şərq-notları","ağac-notları, boz-ənbər, aqar-ağacı-ud, olibanum",https://www.etirsah.com/az/product/2520,Stokda Var
kenzo-jungle-lelephant,Kenzo Jungle L'Elephant,https://www.etirsah.com/storage/photos/shares/etirler_en_son/KENZO-JUNGLE-L%27ELEPHANT.jpg,,Qadın,20.00,34.00,52.00,Kenzo,"mixək, naringi-mandarin, zirə","hil, ilanq-ilanq, manqo, qardeniya, geliotrop, biyan, cirə","paçuli, vanil, ənbər",https://www.etirsah.com/az/product/2521,Stokda Var
vanilla-pineapple,Vanilla Pineapple,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,ananas,vanil,"ananas, vanil",https://www.etirsah.com/az/product/2523,Stokda Var
gasparn-pstachio,Gasparın Pıstachio,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,5.00,Etirshah Parfum,püstə,püstə,püstə,https://www.etirsah.com/az/product/2527,Stokda Var
lavender,Lavender,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,lavanda,lavanda,lavanda,https://www.etirsah.com/az/product/2528,Stokda Var
marshmallow-berry-cupcake,Marshmallow Berry Cupcake,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,,,,https://www.etirsah.com/az/product/2532,Stokda Var
marshmallow-berry-cupcake,Marshmallow Berry Cupcake,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,,,,https://www.etirsah.com/az/product/2533,Stokda Var
patchouli-vanilla,Patchouli & Vanilla,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,paçuli,vanil,"paçuli, vanil",https://www.etirsah.com/az/product/2535,Stokda Var
pomegranate,Pomegranate,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,nar,nar,nar,https://www.etirsah.com/az/product/2538,Stokda Var
rainforest,Rainforest,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,meşə-notları,meşə-notları,meşə-notları,https://www.etirsah.com/az/product/2541,Stokda Var
ylang-ylang,Ylang Ylang,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,ilanq-ilanq,ilanq-ilanq,ilanq-ilanq,https://www.etirsah.com/az/product/2543,Stokda Var
bergamote,Bergamote,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,berqamot,berqamot,berqamot,https://www.etirsah.com/az/product/2547,Stokda Var
orange,Orange,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,portağal,portağal,portağal,https://www.etirsah.com/az/product/2550,Stokda Var
lime-basil,Lime & Basil,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,laym,reyhan,"laym, reyhan",https://www.etirsah.com/az/product/2554,Stokda Var
guidance,Guidance,https://www.etirsah.com/storage/photos/shares/etirler_en_son/AMOUAGE---GUIDANCE-FOR-UNISEX.jpg,,Unisex,,,,Amouage,"armud, fındıq, olibanum","osmantus, qızılgül, zəfəran, ərəb-jasmini","labdanum, səndəl, vanil, boz-ənbər, akigalawood",https://www.etirsah.com/az/product/2555,Stokda Yoxdur
pur-ambre,Pur Ambre,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Pur-Ambre-Louis-Vuitton.jpg,,Unisex,44.00,82.00,132.00,Louis Vuitton,,,"ambroksan, boz-ənbər",https://www.etirsah.com/az/product/2556,Stokda Var
pur-oud,Pur Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Pur-Oud-Louis-Vuitton.jpg,,Unisex,32.00,58.00,92.00,Louis Vuitton,,,"aqar-ağacı-ud, ambrettolide, helvetolide",https://www.etirsah.com/az/product/2557,Stokda Var
the-blazing-mr-sam,The Blazing Mr Sam,https://www.etirsah.com/storage/photos/shares/etirler_en_son/The-Blazing-Mr-Sam-Penhaligon%27s.jpg,,Kişi,32.00,58.00,92.00,Penhaligon's,"darçın, hil","qara-istiot, zirə, zəfəran","paçuli, sidr, tütün, vanil",https://www.etirsah.com/az/product/2558,Stokda Var
althar,Althaïr,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Altha%C3%AFr-Parfums-de-Marly.jpg,,Kişi,32.00,58.00,92.00,Parfums de Marly,"berqamot, darçın, hil, portağal-çiçəyi","elemi, burbon-vanili","ambroksan, badam, müşk, tonka-lobyası, praline, qvayak-ağacı",https://www.etirsah.com/az/product/2559,Stokda Var
afternoon-swim,Afternoon Swim,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,naringi-mandarin,portağal,"berqamot, zəncəfil, boz-ənbər",https://www.etirsah.com/az/product/2560,Stokda Var
afternoon-swim,Afternoon Swim,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,naringi-mandarin,portağal,"berqamot, zəncəfil, boz-ənbər",https://www.etirsah.com/az/product/2562,Stokda Var
narcotic-delight,Narcotic Delight,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Narcotic-Delight-Initio-Parfums-Prives.jpg,,Unisex,38.00,70.00,112.00,Initio,"albalı, çəhrayı-istiot, qara-istiot","qızılgül, hedion, konyak","paçuli, sidr, tonka-lobyası, tütün, vanil",https://www.etirsah.com/az/product/2563,Stokda Var
goddess,Goddess,https://www.etirsah.com/storage/photos/shares/etirler_en_son/BURBERRY---GODDESS-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Burberry,"lavanda, vanil, zəncəfil, kakao",vanilla-caviar,vanilla-absolute,https://www.etirsah.com/az/product/2564,Stokda Var
le-beau-le-parfum,Le Beau Le Parfum,https://www.etirsah.com/storage/photos/shares/etirler_en_son/JEAN-PAUL-GAULTIER---LE-BEAU-LE-PARFUM-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Jean Paul Gaultier,"ananas, süsən, zəncəfil, sərv","ağac-notları, kokos","səndəl, tonka-lobyası, ənbər, boz-ənbər",https://www.etirsah.com/az/product/2565,Stokda Var
libre-labsolu-platine,Libre L'Absolu Platine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Libre-L%27Absolu-Platine-Yves-Saint-Laurent.jpg,,Qadın,26.00,46.00,72.00,YSL,"aldehidlər, berqamot, naringi-mandarin","lavanda, portağal-çiçəyi, mavi-lavanda","vanil, ənbər",https://www.etirsah.com/az/product/2566,Stokda Var
painter,Painter,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GENYUM---PAINTER-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Genyum,qara-istiot,qırmızı-yosun,vetivera,https://www.etirsah.com/az/product/2567,Stokda Var
oligarch,Oligarch,https://www.etirsah.com/storage/photos/shares/etirler_en_son/ROJA---OLIGARCH-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Roja,"berqamot, kəklikotu, lavanda, laym, limon","alma, jasmin, kokos, portağal-çiçəyi, zanbaq, qara-qarağat, çampaka","ağ-sidr, bənövşə, çəhrayı-istiot, dəri, müşk, paçuli, palıd-mamırı, tonka-lobyası, vanil",https://www.etirsah.com/az/product/2568,Stokda Var
